district,incumbent_vote,incumbent_spend,challenger_spend,total_spend,incumbent_party,presidential_margin,incumbent_tenure,primary_challenge
218,60.66587596433237,1210994.7504045684,109975.33119323118,1320970.0815977997,Republican,-19.496702327349,30,FALSE
219,53.697452310007066,535924.7517719818,2445802.828326908,2981727.58009889,Republican,4.828368812306198,20,FALSE
220,65.89362559607252,333333.8260289794,273446.55378050444,606780.3798094839,Republican,3.39318856481414,20,FALSE
221,51.74378985306248,131602.0525563314,61720.451950366565,193322.50450669794,Democrat,9.592689770399849,28,FALSE
222,42.813937740866095,191397.54704230846,336947.00437285984,528344.5514151683,Republican,-9.123580522482436,11,FALSE
223,43.33720569266006,702958.0298449445,333357.43867648894,1036315.4685214334,Democrat,5.224977169283111,4,FALSE
224,47.13097390253097,168709.7947369607,642851.6075569505,811561.4022939112,Democrat,4.07802114479312,30,FALSE
225,40.29337332351133,255714.30776318902,1041338.5875527125,1297052.8953159016,Democrat,-14.740879427161627,10,TRUE
226,51.11089975340292,1678991.5117736773,130306.51077894596,1809298.0225526232,Democrat,12.931482998492042,7,FALSE
227,59.7920756903477,319598.9142480274,66886.26563896082,386485.1798869882,Republican,0.7678569464413079,21,FALSE
228,50.10038976557553,1047850.5467326056,367608.2474870426,1415458.7942196482,Democrat,-3.3628908288095993,21,FALSE
229,56.35524636367336,307801.7671688378,878379.3083952105,1186181.0755640483,Republican,21.87823067773217,20,FALSE
230,54.79145000688732,2216919.9448620835,98292.71296498599,2315212.6578270695,Republican,3.0820027789851574,5,FALSE
231,50.796892433427274,2664821.680691298,329216.1518617832,2994037.832553081,Republican,-34.405996446471995,28,FALSE
232,40.493561760522425,987322.6065560689,960575.5783067758,1947898.1848628446,Democrat,3.1255346203382284,19,FALSE
233,45.20523600047454,183527.13235307767,916273.4824769947,1099800.6148300725,Republican,13.961909034399463,8,FALSE
234,46.621589546557516,118979.5540635644,115402.78680709537,234382.34087065977,Republican,-6.401534344671053,16,TRUE
235,52.70490798866376,3500349.5334382807,55238.32537226344,3555587.858810544,Democrat,-8.077247215671646,13,FALSE
236,62.87732698954642,1974123.132207953,677628.8489317349,2651751.981139688,Democrat,-33.441039805878084,22,FALSE
237,49.09923565108329,100000,397760.282317616,497760.282317616,Republican,21.627191356009707,24,FALSE
238,55.5432139756158,195159.60147290633,263610.64404915407,458770.24552206043,Republican,-6.655436298128247,12,FALSE
239,68.32862871233374,360499.02230200754,50000,410499.02230200754,Republican,13.349626421937566,19,FALSE
240,49.303485630080104,1205245.2113886836,56164.97421400351,1261410.185602687,Democrat,-8.177488721839264,30,FALSE
241,63.37552827317268,124080.27731295384,95892.33000424226,219972.6073171961,Democrat,-22.330951126984747,5,FALSE
242,40.65395419951528,100000,1590791.111651121,1690791.111651121,Republican,11.406890467355101,19,FALSE
243,59.697057381272316,184769.70833850428,767076.2654445596,951845.9737830639,Democrat,-10.503691627783263,3,FALSE
244,48.716930237133056,613471.4293599646,253886.74784029802,867358.1772002626,Republican,16.405475095548194,20,TRUE
245,47.9086344037205,320837.7479181772,311446.5037154741,632284.2516336513,Republican,-10.79627407765736,2,FALSE
246,57.91806925320998,121080.12992001632,237711.09511996695,358791.2250399833,Democrat,-2.685296560847025,14,FALSE
247,44.18696956709027,339505.0959770878,113753.82050094963,453258.9164780374,Republican,-9.916734028443866,21,FALSE
248,47.21190363634378,425299.4354071286,50332.99986977083,475632.4352768994,Democrat,12.97699116581858,15,TRUE
249,66.84691679431126,171366.11690793766,177635.08190015273,349001.1988080904,Democrat,3.780743589180777,10,FALSE
250,63.52183951297775,465068.5217532268,1517835.4382911725,1982903.9600443994,Democrat,17.677082640281704,11,FALSE
251,62.63045234372839,215702.85369104313,217934.2607934657,433637.1144845089,Democrat,-6.230620397867497,27,FALSE
252,46.411351228598505,2668716.5082019554,142025.27724333835,2810741.785445294,Republican,9.459225193756659,5,FALSE
253,66.96086129406467,148811.53866352528,869122.5488374061,1017934.0875009313,Republican,13.00036075288618,13,FALSE
254,56.53513262979686,105910.24537015379,246031.85295692048,351942.09832707426,Republican,2.899231533765648,23,FALSE
255,57.67859113402665,221467.5006281865,251605.51359262358,473073.0142208101,Republican,-3.177974494294228,5,FALSE
256,58.44132359139621,100000,224333.11143196066,324333.11143196066,Republican,-9.752372963045453,5,FALSE
257,45.8280352386646,124004.1254068958,194287.11447755297,318291.23988444876,Republican,-9.8925945031924,26,FALSE
258,44.89508758299053,2534366.0691496623,50000,2584366.0691496623,Republican,1.2446996345437527,27,FALSE
259,68.7187371822074,604903.6076599677,424349.8805246772,1029253.488184645,Republican,7.228397346160164,15,FALSE
260,59.99384940369055,695517.0829813891,176768.38225724566,872285.4652386347,Republican,-10.100708705835903,9,FALSE
261,64.89879263797775,500066.935715956,297748.8094491413,797815.7451650973,Democrat,-23.55783556533692,1,TRUE
262,51.185369833838195,380970.6524178387,161714.76372846946,542685.4161463082,Democrat,-14.834642435478827,8,FALSE
263,65.27529976563528,100000,93659.70715534779,193659.7071553478,Republican,3.420031515840579,9,FALSE
264,65.48300113994628,192970.54210543956,449664.3095734632,642634.8516789027,Republican,-11.761397086546365,11,FALSE
265,60.2395707834512,220063.63507456152,1323641.1314572538,1543704.7665318153,Democrat,1.4564896457657435,17,FALSE
266,60.184309259057045,120025.7199364962,141259.53811833015,261285.25805482635,Democrat,0.20729724564815163,7,FALSE
267,67.95637534465641,1746199.2687079613,277386.60979520186,2023585.878503163,Republican,-15.432835495636441,24,TRUE
268,40.634177427273244,425454.45009146945,98915.18390558199,524369.6339970514,Republican,4.687051973334024,28,FALSE
269,50.9011313947849,498361.98957731825,50000,548361.9895773183,Democrat,1.7015011268302076,18,FALSE
270,63.923257761634886,2556052.4838725855,1265827.7398303463,3821880.223702932,Republican,-8.25847415178082,29,FALSE
271,44.04413905227557,576708.069990426,119290.57001404426,695998.6400044702,Republican,1.3326591804055838,18,FALSE
272,50.62255334574729,1150181.6339187953,50000,1200181.6339187953,Democrat,1.9243548812536115,9,FALSE
273,66.19777071289718,128387.76787817245,218738.5921027003,347126.3599808727,Republican,-6.693488399565689,30,FALSE
274,69.92243612417951,1499646.925524349,50000,1549646.925524349,Democrat,0.870537927665479,9,TRUE
275,53.07205665158108,199825.57551143836,2148850.1125149103,2348675.6880263486,Republican,2.6437824846091464,24,FALSE
276,64.97743566287681,1009097.6672002432,67040.23979545139,1076137.9069956946,Republican,1.5377468219671915,22,TRUE
277,51.337400374468416,392311.90505296923,248102.22314437604,640414.1281973453,Democrat,17.602001699051684,8,FALSE
278,43.64072676282376,382909.1618366642,206589.52461706655,589498.6864537308,Republican,-2.068240735516811,3,FALSE
279,62.96888039447367,445944.3881554608,253263.1136720235,699207.5018274843,Democrat,4.145420913016416,29,FALSE
280,66.94051149999723,346415.11577143247,195287.65573772154,541702.771509154,Republican,-12.490996340591007,5,FALSE
281,58.27045782469213,891085.8303843752,210501.95221577407,1101587.7826001493,Republican,-15.833424666312366,21,FALSE
282,49.05839305371046,2023799.6315870478,267526.8899776729,2291326.5215647207,Democrat,-7.072606307400752,11,FALSE
283,42.403446801472455,418020.1054440712,50000,468020.1054440712,Republican,1.0261913124081825,7,FALSE
284,69.84887800877914,183720.02392768362,50000,233720.02392768362,Democrat,6.839806368181966,9,TRUE
285,59.79027197463438,555959.7263538061,296381.60376619484,852341.330120001,Republican,6.224989086786577,22,FALSE
286,48.61706352094188,2014126.7130387006,576059.9754332005,2590186.688471901,Republican,-3.699062080769356,8,FALSE
287,60.97336662001908,1832723.9420173445,246083.09569160684,2078807.0377089514,Democrat,10.819229898339845,17,FALSE
288,59.476679984945804,1065442.4956825944,165806.6774173709,1231249.1730999653,Republican,19.07337047616679,10,FALSE
289,60.093696240801364,118433.39181889885,141468.04175160898,259901.43357050783,Republican,-5.987496267051928,17,FALSE
290,46.028284947387874,120868.34120329026,51384.378599208234,172252.7198024985,Democrat,16.428661847870135,27,FALSE
291,44.95381517102942,279260.5714120609,542317.4187297975,821577.9901418583,Republican,5.356999332255772,7,TRUE
292,69.46602524956688,1036959.6330890786,50000,1086959.6330890786,Democrat,25.51565061926913,16,FALSE
293,40.36936756921932,1152403.2999383186,50000,1202403.2999383186,Democrat,14.69952781891432,19,FALSE
294,69.744622353464365,665501.5468700537,136209.5128152809,801711.0596853347,Republican,-3.10750116716817,5,FALSE
295,60.84519371390343,166025.24241393688,196457.77955679287,362483.02197072975,Republican,-8.30817871697194,18,FALSE
296,54.39207578310743,352400.2417082209,386058.48924123595,738458.7309494568,Democrat,-6.687779178407807,5,FALSE
297,64.40127735026181,142446.2807511199,420046.51064118225,562492.7913923021,Republican,-8.435097955232902,24,FALSE
298,52.234989614225924,631389.9165023564,1472961.367120356,2104351.2836227124,Democrat,-23.729906043579955,5,FALSE
299,64.17380808852613,641736.0015532784,50000,691736.0015532784,Democrat,15.932098309165609,29,TRUE
300,56.17903220234439,584253.8491602857,50000,634253.8491602857,Republican,6.36552729934029,19,TRUE
301,45.91782298870385,427739.09322556085,50000,477739.09322556085,Democrat,-4.749249907249885,19,TRUE
302,53.589060408994555,121782.87864143791,271471.6909067608,393254.5695481987,Republican,16.018063376334542,17,FALSE
303,45.26019820710644,677652.6943675148,50000,727652.6943675148,Democrat,-9.366314878626971,19,FALSE
304,40.205054390244186,3030705.1353864274,101684.37925018521,3132389.5146366125,Republican,-0.42900828437172256,14,FALSE
305,60.92346192803234,641177.1421995881,50000,691177.1421995881,Republican,-5.800732162575517,18,FALSE
306,47.44304575724527,100000,55496.546518773466,155496.54651877348,Republican,-3.047764126256937,7,TRUE
307,54.80828860076144,660102.2635343693,93760.91486279607,753863.1783971654,Republican,-16.890937825589603,15,FALSE
308,41.896290096919984,1128751.5024774258,192421.67048965849,1321173.1729670842,Democrat,-0.5464915228835525,14,TRUE
309,63.51520407013595,375490.45124694373,119990.33347387303,495480.78472081677,Democrat,7.335641836712148,12,FALSE
310,61.263870685361326,488043.1741468081,840227.9566665177,1328271.1308133258,Democrat,3.28112294345938,21,FALSE
311,53.65155409090221,597837.3174110415,115822.27344324668,713659.5908542882,Republican,-4.466364580805586,20,FALSE
312,55.75115120271221,442686.448204722,53388.711035048094,496075.15923977015,Democrat,1.3501833124246265,8,FALSE
313,51.11977761378512,812982.0937420985,50000,862982.0937420985,Republican,0.29465759683388915,9,FALSE
314,41.85278465971351,500599.397972017,189974.07927595347,690573.4772479704,Democrat,11.425060291242273,21,FALSE
315,51.57344814389944,116538.29485137691,575552.9391297711,692091.233981148,Republican,-9.222494130288286,20,FALSE
316,53.72847526334226,1597571.475689207,78594.89219115053,1676166.3678803574,Republican,-12.924409396769962,20,FALSE
317,67.11321523645893,420622.1299258513,50000,470622.1299258513,Democrat,11.592023277487183,18,FALSE
318,60.27452818118036,1457991.2655730196,50000,1507991.2655730196,Democrat,11.833450585146837,22,FALSE
319,40.16067491611466,2918724.9649148034,118077.64719655203,3036802.6121113556,Democrat,-8.262091609027388,3,FALSE
320,43.84181872708723,2035804.6138740326,278952.47553280345,2314757.089406836,Republican,20.94600264045752,22,FALSE
321,48.25889326632023,1180812.2155076235,64909.437288246816,1245721.6527958703,Democrat,-28.899153719494898,26,FALSE
322,69.81946635758504,150608.4933348195,111955.55447032575,262564.04780514527,Republican,-11.269702804054056,21,TRUE
323,46.70411921106279,1890482.9719993176,360972.19103685644,2251455.163036174,Republican,14.144647937710765,22,FALSE
324,41.68228020193055,368181.29320907686,328607.0806195693,696788.3738286461,Republican,-1.5584724310563745,13,FALSE
325,61.19359460193664,517878.1652125487,474681.4584735918,992559.6236861404,Republican,-8.03253742961906,1,FALSE
326,62.895457088015974,229315.6589959954,236611.49594429214,465927.1549402876,Democrat,-16.619211478402832,16,FALSE
327,47.5759862549603,324338.06561271613,50000,374338.06561271613,Republican,-18.566527618845285,7,FALSE
328,44.27886973833665,415964.8067851145,116751.44628611335,532716.2530712278,Republican,15.617508187274513,10,FALSE
329,67.9153811535798,899194.2026013967,75484.77777973174,974678.9803811285,Democrat,-39.23897392714309,29,FALSE
330,52.90557564003393,4095788.031269638,107147.88504175523,4202935.9163113935,Democrat,-0.7713388548255166,19,FALSE
331,63.45539208734408,1420220.222143236,225373.22934550108,1645593.4514887372,Republican,2.3647906552000224,24,FALSE
332,58.74290534760803,1225323.460841328,294956.13090200257,1520279.5917433305,Republican,4.131715184324849,22,FALSE
333,50.239462323952466,2297852.083662293,512078.9621056206,2809931.0457679136,Republican,4.646482070734107,22,FALSE
334,69.14668390993029,170986.21904572856,227163.47354221306,398149.69258794165,Republican,-23.166722694464507,14,FALSE
335,42.33680951874703,100000,117833.8852045984,217833.8852045984,Democrat,23.15914215979011,1,FALSE
336,58.37915848009288,514836.37583920086,52496.90688469626,567333.2827238971,Republican,6.439504092105549,23,FALSE
337,58.493470288813114,929312.5944730353,224325.70262753562,1153638.297100571,Republican,1.997911836097034,20,FALSE
338,44.98236919287592,231517.2897127199,125314.03173797882,356831.3214506987,Republican,6.1774400052652565,30,FALSE
339,47.951465321239084,153557.9861599248,100394.24645593158,253952.2326158564,Republican,-3.7357925850730065,16,TRUE
340,53.463680415879935,602069.9608951,1240335.6813680737,1842405.6422631736,Republican,-6.672658188073282,18,FALSE
341,49.76023589493707,624992.6173654499,50000,674992.6173654499,Democrat,3.8573645716077634,17,FALSE
342,57.13984863832593,143816.3538603284,664374.8458533488,808191.1997136773,Democrat,-4.458249800349171,4,FALSE
343,51.13982117502019,530179.9883517663,169038.53353464685,699218.5218864131,Democrat,-9.92655017162569,29,FALSE
344,53.233828116208315,391034.8536793284,50000,441034.8536793284,Republican,-11.265614634159544,8,TRUE
345,65.95095494296402,464815.65925379324,50000,514815.65925379324,Democrat,-6.832643428195596,27,FALSE
346,51.32109540048987,249919.42773727747,113387.41121404571,363306.8389513232,Republican,-6.5490939476984185,7,FALSE
347,40.7151945354417,2591559.624160152,2369698.5871840795,4961258.211344231,Democrat,22.385165588942943,11,FALSE
348,68.6155949300155,1373454.3513123628,165173.00829191174,1538627.3596042746,Democrat,13.177690414694503,3,FALSE
349,41.9360448140651,185650.9973777404,60037.4068436003,245688.4042213407,Republican,-4.395215156376365,15,FALSE
350,58.48351241322234,1029350.2477132503,201417.90684969112,1230768.1545629415,Republican,12.51410038986393,12,FALSE
351,50.42705790139735,842722.9538715833,50000,892722.9538715833,Republican,2.3804741628666046,23,TRUE
352,47.73172837216407,567700.093606475,613238.6276043142,1180938.7212107894,Republican,23.52306151247194,1,TRUE
353,54.9269142607227,437331.37812529475,717036.4212345985,1154367.7993598932,Democrat,4.444723054012287,10,FALSE
354,67.42629650980234,144182.61411540455,134359.35833208996,278541.9724474945,Republican,-8.1463655878602,28,FALSE
355,60.60435301158577,1451629.6469093657,146817.6062919866,1598447.2532013522,Republican,-15.036330101817526,29,FALSE
356,69.12125149043277,271493.3102799898,95254.70278266513,366748.01306265494,Democrat,-29.111778673457273,11,FALSE
357,62.1640450367704,333486.74283577537,59730.87276056443,393217.6155963398,Democrat,2.3492197500539707,13,FALSE
358,49.846474579535425,1269145.136821136,238708.40167588106,1507853.5384970172,Democrat,14.051923987689635,19,FALSE
359,65.90855158632621,204954.01821158707,142739.64539613016,347693.66360771726,Democrat,5.7330758026488455,17,FALSE
360,41.0047131893225,662897.0951510014,141261.5382031579,804158.6333541593,Democrat,16.259198165212524,25,FALSE
361,45.11044792132452,453531.6143221679,69275.5966046531,522807.210926821,Republican,-4.262234033688144,20,FALSE
362,62.148981883656234,459241.8133737302,472809.30892826215,932051.1223019924,Republican,-8.697260963625162,4,FALSE
363,47.72152480203658,642337.5487681256,428284.6013821078,1070622.1501502334,Democrat,-30.418436950758696,4,FALSE
364,54.5717875380069,4206963.594495626,142555.67426911226,4349519.268764738,Republican,20.95985455191297,7,FALSE
365,67.5964036444202,481811.74698964576,50000,531811.7469896458,Democrat,-1.8792258550216807,2,FALSE
366,46.36701545212418,316211.141386887,119487.55635652025,435698.6977434072,Republican,5.287959487484061,14,FALSE
367,52.669386125635356,201099.34003029703,2654836.8223826718,2855936.162412969,Republican,-4.025515323195221,28,FALSE
368,54.075754708610475,875022.8160669154,187029.36090585374,1062052.1769727692,Republican,-20.424519918976994,4,TRUE
369,68.34415726363659,100000,140244.53245573989,240244.53245573989,Republican,-6.122118271682067,30,FALSE
370,54.16969305835664,1377107.6463713755,201579.4618780843,1578687.1082494599,Republican,-10.980845165501279,2,FALSE
371,59.10235568648204,301560.9525818922,171085.27825093968,472646.2308328319,Democrat,3.9071100790013635,23,TRUE
372,60.791524255182594,551982.6813675741,460520.2337850918,1012502.9151526659,Republican,-35.89503819784879,30,FALSE
373,45.187424728646874,614683.9214265542,391630.2049172967,1006314.126343851,Republican,5.295477752357184,9,FALSE
374,46.620129412040114,933741.4447941444,120368.48368780043,1054109.9284819448,Democrat,19.32368096989771,24,TRUE
375,41.92579855909571,576241.2182002679,87412.57254035407,663653.790740622,Republican,8.54560498660253,19,FALSE
376,65.48439164180309,1002709.7053336765,882949.9197263147,1885659.6250599911,Democrat,-3.8994972798166807,24,FALSE
377,69.30122521473095,100000,50000,150000,Republican,9.748499691079843,28,FALSE
378,41.87237158883363,822653.6527878961,95786.17514284675,918439.8279307429,Democrat,-11.832221077668192,18,FALSE
379,45.822055554017425,1481282.897595438,266777.23065286386,1748060.1282483018,Democrat,9.21559814627469,6,FALSE
380,64.63260317454115,272320.9605013936,159424.88056851245,431745.841069906,Republican,11.744227836673826,4,FALSE
381,60.268555670045316,105061.72845289196,174079.30283359787,279141.0312864898,Democrat,-7.053195674168362,1,FALSE
382,50.12614743085578,185379.29301990647,149956.46863964488,335335.76165955135,Democrat,-28.828126139638208,5,TRUE
383,63.7781785428524,216271.55363496745,1398084.2020791965,1614355.7557141639,Republican,4.324220153074634,19,FALSE
384,50.4181667487137,5183023.445417138,211393.33399303164,5394416.779410169,Democrat,4.6551528806579,1,FALSE
385,41.00366180529818,232352.64448040226,50000,282352.64448040223,Republican,26.33499247193022,30,FALSE
386,58.82234915159643,238637.28737237453,61125.75108936632,299763.0384617408,Democrat,-22.682580983871237,19,TRUE
387,67.43955867830664,270229.26618704427,50000,320229.26618704427,Democrat,15.228595743884942,22,FALSE
388,60.1610608631745,1170061.8452004823,820746.9639164632,1990808.8091169456,Republican,2.3938309561447872,26,FALSE
389,57.337180599570274,309017.19996704784,94310.34180445966,403327.5417715075,Democrat,7.192468706164806,13,FALSE
390,60.695435660891235,319888.63526460755,50000,369888.63526460755,Democrat,29.823942354937802,19,FALSE
391,46.8166046240367,1518436.8862195816,2793877.5721604144,4312314.458379996,Democrat,24.96611398099104,11,TRUE
392,47.30504565639421,337423.93456135807,50000,387423.93456135807,Republican,8.930660207376556,27,FALSE
393,69.47511575184762,523143.3485185599,50000,573143.34851856,Republican,-12.517299686343673,27,TRUE
394,66.93096509901807,277858.3579490151,50000,327858.3579490151,Democrat,-5.798381933866832,5,FALSE
395,48.66371226962656,110755.37880552255,80451.86455561362,191207.24336113618,Republican,11.257445319145546,15,TRUE
396,62.088345603551716,834292.5698942848,422389.44868073496,1256682.0185750197,Republican,-24.19296260545156,15,FALSE
397,63.681670860387385,361137.06570495595,509606.63307819277,870743.6987831488,Republican,2.1841294290704223,19,FALSE
398,45.207364689558744,780610.1059589286,50000,830610.1059589286,Democrat,-11.098833864570254,8,FALSE
399,55.168625137303025,307775.34907499637,52890.32107292164,360665.670147918,Republican,-16.112051069037882,15,FALSE
400,58.9773838641122,100000,199273.63385188268,299273.63385188265,Republican,-2.0377599069947676,30,TRUE
401,57.91479957057163,519352.5574000073,112661.38675440181,632013.9441544091,Republican,9.130338824408012,11,FALSE
402,58.34034002153203,803950.0472447887,102813.45931207908,906763.5065568679,Republican,3.880565975922773,23,TRUE
403,57.6848380966112,206982.80100990296,182257.56871118557,389240.36972108856,Republican,-0.7614461084203955,2,FALSE
404,45.11876850388944,1276708.7310356046,221682.6165716652,1498391.3476072699,Democrat,21.01612939083221,8,FALSE
405,69.08976215403527,1282129.4455598567,636316.0016206296,1918445.4471804863,Republican,2.102913978377269,26,TRUE
406,68.90726262703538,100000,50000,150000,Democrat,-3.4922320784029934,1,TRUE
407,45.527125138323754,535527.2817304847,1578889.4468076392,2114416.728538124,Democrat,13.154142080666563,15,FALSE
408,65.50539905903861,2131088.280373746,50000,2181088.280373746,Democrat,22.01413351708823,18,FALSE
409,41.981316164601594,103782.93430617393,278028.20095525763,381811.13526143157,Democrat,4.017451095349164,2,FALSE
410,44.24827370326966,576466.6421687637,50000,626466.6421687637,Republican,2.662438948291635,8,FALSE
411,40.30857742531225,100000,2909307.411702017,3009307.411702017,Republican,3.3076586629431257,10,TRUE
412,42.41565628675744,301998.6205299698,241881.53702955673,543880.1575595265,Democrat,-14.677163420533377,19,FALSE
413,59.32580853579566,214352.37943608756,54438.44128255373,268790.8207186413,Democrat,-2.3889509427111997,20,FALSE
414,40.797799224965274,343841.6019848846,98578.24810269476,442419.85008757934,Republican,4.685660052000274,19,FALSE
415,58.664427418261766,365114.63967868005,50000,415114.63967868005,Republican,3.8866133601662556,16,FALSE
416,57.643066868186,100000,145136.8859856212,245136.8859856212,Democrat,-9.04187519078532,15,FALSE
417,44.74128986475989,848692.2721989445,50000,898692.2721989445,Democrat,2.168992623965208,7,FALSE
418,51.4524969807826,512542.23836431775,472341.25644818135,984883.494812499,Democrat,-15.156771749657047,10,FALSE
419,57.4009562516585,145589.7546803572,69910.99262278454,215500.74730314175,Democrat,4.477629672179906,21,FALSE
420,65.5498163565062,1258367.0602182264,194630.63027413934,1452997.6904923657,Democrat,1.4096268356772825,16,FALSE
421,60.821986536029726,4472485.333310593,413377.89935081446,4885863.232661407,Republican,11.397134683223268,10,FALSE
422,43.19058298133314,425472.08423708007,50000,475472.08423708007,Democrat,-15.237816786957444,2,FALSE
423,49.45339894387871,1258515.8005118775,317470.745268419,1575986.5457802964,Republican,-4.627680120164099,8,FALSE
424,62.0429477840662,100682.9294960267,188584.23089417318,289267.16039019986,Republican,21.002947510121075,7,FALSE
425,40.13192465296015,2995014.5898131076,363982.24864342605,3358996.838456534,Republican,-0.3170782144822318,7,FALSE
426,55.72566532064229,189576.02608192904,926569.1301651172,1116145.1562470463,Republican,-2.194944840794177,23,FALSE
427,64.65853603556752,1082613.8062229794,57513.47099500996,1140127.2772179893,Republican,-14.287119722130138,27,FALSE
428,57.469065284822136,969691.1759157008,585414.5544588135,1555105.7303745144,Republican,7.868400165453664,10,FALSE
429,51.46057692589238,100000,50000,150000,Republican,-23.928849154438232,21,FALSE
430,47.118128133006394,10713270.036604762,863423.3890197836,11576693.425624546,Democrat,28.999906565352333,18,FALSE
431,48.91812840010971,1471281.033004529,660944.2690646636,2132225.3020691928,Democrat,5.688360058986046,24,FALSE
432,51.78441130788997,388301.7959755251,267374.9487080093,655676.7446835344,Republican,-13.315404406112007,28,FALSE
433,40.09537215810269,690862.9575323975,317783.9816030547,1008646.9391354522,Democrat,9.75204974967867,11,FALSE
434,49.11985288374126,264700.24145962973,482480.2024063243,747180.443865954,Democrat,-8.87240361207524,10,TRUE
435,56.277874691877514,315291.5152200282,94288.39083454182,409579.90605457,Republican,15.933225149423116,25,TRUE
