respondent_id,fox_hours,msnbc_hours,newspaper_freq,social_media_news,perceived_bias,actual_knowledge,confidence,party_id
1,0.8559832315206861,1.150633646165933,2,1,0.5418140254914761,1,6,Republican
2,1.836661146515226,2.052043741614421,1,5,4.963774615898728,6,4,Republican
3,0.6051793440422288,1.440589911734289,5,4,-1.3539905310608447,10,3,Republican
4,5.2482694998615385,3.7333030385269668,1,1,-1.9653582642786205,1,9,Independent
5,5.18359376376193,2.680613394016608,6,4,3.3919718372635543,8,10,Democrat
6,0.9212019780661369,6.796809893470583,7,3,-0.2473150286823511,3,3,Republican
7,4.721641159326873,1.8756625271257839,5,4,4.324317811988294,4,6,Republican
8,3.050039365741689,0.9743132744077452,6,4,-3.267922638915479,0,1,Democrat
9,5.048183817125455,4.606427190527995,3,3,2.1956680342555046,5,10,Independent
10,1.8197991754279195,3.6336104053138114,2,5,-1.2632481241598725,8,9,Independent
11,4.2824351491498405,1.8953194043249177,4,0,4.578176108188927,0,3,Independent
12,2.990786425535907,0,4,0,2.632485209032893,1,10,Independent
13,3.43797068693845,2.937750327629451,7,5,2.8349641780368984,1,8,Independent
14,0,2.76009345618994,0,2,-4.170678965747356,2,6,Republican
15,2.0019252532938823,0,1,2,-1.7638988350518048,10,6,Independent
16,1.2956816210098534,0.509300321592562,6,3,3.184319846332073,8,8,Democrat
17,2.0149775811383615,2.1337019180607,3,2,-3.01036327611655,1,3,Independent
18,2.416575420935424,3.0735612688894802,3,3,0.15819106018170714,8,2,Independent
19,2.3814150794355484,1.5072389348219999,0,4,3.2152123958803713,4,8,Democrat
20,0,2.680497638826384,1,5,1.3728467817418277,7,1,Independent
21,0,5.518487144306709,7,3,-4.3596379132941365,7,3,Democrat
22,2.5383146283229023,3.1343500427096296,6,2,4.5950760412961245,1,8,Independent
23,2.0145934293574093,1.7426578748215524,3,0,-3.8177012791857123,1,7,Republican
24,0.0323118848008388,2.9411090695625446,3,1,4.445302817039192,5,9,Democrat
25,1.8387003969094797,1.8970643309816269,4,1,2.8950046049430966,0,5,Republican
26,0.10610308367414967,1.74654465368646,5,0,-2.1347035723738372,4,7,Democrat
27,4.875411109048366,0.2894876251576244,1,4,0.5466442555189133,5,6,Democrat
28,0.49435524609687476,2.5031008524747502,1,0,0.1101109734736383,8,3,Republican
29,0,0,5,1,2.7504904195666313,8,10,Independent
30,1.0196784652536595,0,7,4,1.8890164117328823,6,9,Republican
31,1.3503012939642585,3.141489749371524,0,2,3.545708709862083,8,4,Independent
32,1.2040266035888023,0,4,2,-3.6496347701177,2,9,Independent
33,1.8058931998599979,4.855947862075875,7,2,-4.086496187373996,3,9,Republican
34,1.664550890481569,1.0673095659482212,7,0,-2.220604820176959,5,5,Democrat
35,0.4680905460986666,4.673503899587059,5,4,1.5184831037186086,6,6,Republican
36,3.520503674431543,3.0030726266990886,0,2,-4.824472034815699,5,1,Republican
37,0.5495260947420091,2.251098813550648,1,1,1.8763567670248449,4,2,Republican
38,4.1952203273599835,1.349049330092242,0,5,2.072546537965536,2,10,Independent
39,1.512149425420021,6.0535633701035,1,1,1.8266612943261862,10,7,Republican
40,0.9997735823471041,2.90164035150896,7,1,1.9841727265156806,4,7,Independent
41,2.3574655980492505,1.1880839859922392,6,0,3.141025807708502,4,7,Republican
42,0,0,7,2,-4.684396039228886,10,5,Republican
43,1.702459454705802,5.1894024347202015,2,1,3.673704599495977,9,5,Republican
44,6.334113896878312,4.0592950583468035,7,5,4.040920559782535,4,10,Republican
45,1.5360063179732881,1.3923611456550227,5,2,0.015302568208426237,9,8,Republican
46,3.2923424290129226,1.3285449147685915,7,0,2.6386064826510847,1,9,Republican
47,5.382588717796165,2.9188654545644455,4,5,-0.24374484550207853,0,8,Democrat
48,0.46562069701188036,2.383868211532628,4,3,2.3886022460646927,7,10,Republican
49,1.8667585475392325,0,7,2,1.1480554519221187,1,5,Republican
50,3.5610048716254012,0,2,0,3.766645099967718,7,1,Republican
51,2.6548528587027937,0.4139951845744816,0,3,1.731175072491169,7,9,Republican
52,1.8003372002352476,0.6845614862604581,4,2,-2.9682080424390733,6,2,Independent
53,1.127041606207549,2.834141201702125,1,1,0.49487578915432096,2,2,Republican
54,3.291143865882136,2.8782625663816845,5,2,1.2747014430351555,4,6,Democrat
55,1.5982964941632682,4.345466424537651,7,3,-3.5508503764867783,1,2,Independent
56,4.535237578375243,2.3877252629925105,4,1,-3.841528370976448,4,8,Democrat
57,1.921674785685354,1.0296966693394387,6,2,0.9576579136773944,3,9,Democrat
58,0.7796465336267671,2.534312018192259,5,0,1.4051191485486925,0,1,Democrat
59,0.8621954682763449,1.919195375447448,2,2,3.8637627940624952,3,4,Republican
60,0,1.1466965704318146,3,0,-0.34402954392135143,2,7,Republican
61,0,2.9054200037959532,2,4,-3.520636586472392,3,2,Democrat
62,5.361900180387795,3.8243632324803203,3,4,-1.6786086140200496,8,5,Republican
63,0.4665994273718219,2.050621527726186,2,2,4.9144574091769755,8,3,Republican
64,0,2.5942722019923146,3,0,-2.520738556049764,10,3,Independent
65,3.3525425199183596,4.8666216362647905,6,4,0.653947745449841,2,1,Democrat
66,5.661197079439031,1.2756873281821552,7,0,-3.9346541231498122,7,1,Democrat
67,4.177668718284528,4.451793413591163,3,3,-3.6973037384450436,0,6,Republican
68,3.142692388462809,0,2,5,4.556077108718455,10,10,Republican
69,3.8977013381880212,3.7256977964651523,0,2,-4.020761379506439,5,4,Democrat
70,3.889207059005357,0,3,0,3.5931256832554936,6,3,Democrat
71,0.4903096180017934,3.0902286690405014,6,1,-1.1877615586854517,2,9,Independent
72,1.2008899910322275,3.091357048901267,6,1,-2.8737510996870697,9,10,Independent
73,0,5.709662071941464,5,2,-2.2824808536097407,4,5,Democrat
74,2.5571212985499177,4.53126666065598,4,0,4.270247709937394,5,10,Republican
75,2.548878078842142,0,6,1,-4.325532321818173,9,10,Democrat
76,0,2.423131859889842,2,0,0.07401471491903067,8,2,Democrat
77,6.97111388379744,2.2912435219671634,5,3,-4.108944383915514,3,9,Republican
78,1.948103261853962,0,6,5,-1.2803747784346342,5,9,Democrat
79,2.4867349293345,0.36560479168957194,4,5,-3.330584177747369,5,9,Republican
80,3.161245547342804,3.0249259513166056,5,2,-3.677658608648926,9,10,Democrat
81,3.683823612495003,0.7689952754105365,2,1,4.9493645946495235,4,10,Democrat
82,2.6288105973068268,0.5254710401540346,4,0,-4.098197245039046,10,8,Independent
83,3.138633073704492,5.567333546436901,4,2,-4.323722913395613,6,5,Democrat
84,4.007395622709972,0.43933681747918296,0,0,-3.550354486797005,2,4,Democrat
85,3.971212544644384,0.6371656255866818,1,3,2.0326979062519968,6,4,Republican
86,2.2538438569568133,2.1970431090227867,0,4,-2.556972859892994,7,7,Democrat
87,1.96659868295631,0,3,1,-2.403347392100841,7,5,Republican
88,1.0322266184876294,3.2573557032016787,4,1,0.017308585811406374,8,3,Democrat
89,0.2651143975192236,2.789530066434748,3,0,-3.426026792731136,7,1,Independent
90,4.7986133114165295,0.05189779148744034,2,3,-1.779610279481858,9,8,Independent
91,4.199429472538455,0,7,4,-1.729355154093355,4,8,Democrat
92,5.700743283894118,3.3776829964967225,0,4,-3.3806218462996185,8,1,Independent
93,0,1.8003637996142141,2,1,4.735196125693619,8,8,Republican
94,2.933505644665133,2.2721413814357225,7,0,1.6553051467053592,1,8,Republican
95,0,2.77432957151731,1,5,-3.1714156875386834,7,8,Democrat
96,3.3928491243196333,0,1,0,4.643086001742631,5,7,Independent
97,1.8128895035799932,3.1606668042409787,2,2,-0.2574601024389267,0,5,Independent
98,3.573223466797062,0,7,4,-1.6079501621425152,3,9,Democrat
99,3.025526762054977,0.5857754845765215,5,3,-2.2115207533352077,7,4,Independent
100,0.8575207807615797,3.803169383940584,1,3,-4.538761971052736,6,7,Democrat
101,1.3794816248227373,0,7,1,1.6623349208384752,10,9,Republican
102,1.9269644145225377,2.4525190110225643,6,3,3.4952097991481423,3,7,Independent
103,5.345250729865122,2.4081905881075123,0,3,-3.7299039401113987,4,7,Democrat
104,0,1.7867191878506927,4,3,1.6024487954564393,9,7,Republican
105,0.5050115644145778,0.9400235446637726,6,3,2.6097838417626917,4,1,Republican
106,2.6598904133941708,0,4,4,2.234259315300733,1,9,Independent
107,1.554897650537302,1.082006017357128,7,0,1.3126828987151384,10,4,Independent
108,1.0920837499594551,1.326205210320389,1,5,-2.3088055779226124,3,2,Republican
109,0.88445485257311,1.24048696642763,3,0,-3.7430125405080616,4,4,Democrat
110,5.07455044185744,4.937528926297148,1,4,4.548384277150035,4,3,Independent
111,7.424084067470081,3.400400015302961,7,4,1.0642730351537466,3,4,Independent
112,1.6225946612423265,0.9728240377753581,3,1,-0.01663942588493228,6,6,Democrat
113,0.8221419852615246,4.955753293734444,2,0,-3.3697637100704014,3,8,Democrat
114,3.1106821893283945,2.475404797637946,0,2,1.4012071839533746,3,1,Independent
115,3.5285043774078204,0,5,5,-1.6192814731039107,3,5,Republican
116,2.853893442460593,3.247662112511134,1,3,-1.3891729759052396,2,7,Republican
117,0,4.705242298688837,2,3,-1.2157326168380678,8,3,Democrat
118,1.805495869967375,2.3330621903380373,3,2,3.503449601121247,8,9,Independent
119,0,2.520296525225681,5,3,-1.2480051955208182,8,1,Independent
120,2.9891682019651262,2.3336759570477295,4,0,2.284786538220942,10,7,Independent
121,3.6404854088338436,0.07130461346939665,4,5,-2.203805095050484,0,6,Democrat
122,2.6287674233354448,4.327669172365107,7,3,1.4334376226179302,7,10,Democrat
123,4.071584351156134,0.7138953856150385,6,4,2.6178071391768754,6,6,Democrat
124,1.6371051690267469,1.1922050706717473,0,2,-2.5264096236787736,1,3,Republican
125,0.6555023690789421,0,0,5,4.192768505308777,0,4,Independent
126,1.1444490007304173,0.6595916120289833,1,2,1.6168753150850534,1,8,Democrat
127,3.0228343321945434,2.438555461145361,2,0,2.094815499149263,9,9,Republican
128,0,2.054581708635275,2,1,2.3396385996602476,5,7,Democrat
129,0,2.3468939262051256,1,5,-1.020288704894483,5,8,Democrat
130,4.5551407781325395,6.660286713127739,0,1,3.2427586312405765,4,8,Democrat
131,0.7065470428302474,1.2220698117280744,2,3,0.5547801265493035,10,8,Republican
132,0,5.327566865741682,2,2,-4.757590517401695,8,2,Democrat
133,4.084018177850512,0.636861168325757,4,4,-0.6957125151529908,2,2,Democrat
134,3.4806873164045324,0,6,1,2.4308884772472084,9,1,Democrat
135,1.8000922450042802,4.9262734317477275,7,4,3.3646353613585234,4,6,Independent
136,1.1685670959872663,0,2,1,2.7910881536081433,0,1,Independent
137,4.573018569943193,0,6,5,-0.13855034951120615,7,10,Independent
138,3.3760664385225727,2.2682658052002203,1,5,0.22658586269244552,1,2,Democrat
139,0.2887106850501038,1.6676572356814126,6,5,-2.0160307292826474,3,5,Republican
140,4.402128630479595,0,1,0,4.224292892031372,4,5,Republican
141,0,0.9484046479037203,4,4,-3.8544371095485985,3,8,Democrat
142,4.586926274810134,0,4,2,4.509781557135284,4,7,Democrat
143,1.4084936070350573,3.5288636659726,5,2,-0.8380192285403609,8,3,Democrat
144,2.850806902285466,3.8605934686771004,6,3,-4.195574605837464,1,6,Democrat
145,1.593559661621483,0.14311524933455155,7,1,0.5144471325911582,2,7,Democrat
146,2.575481704375922,2.283325411029647,3,2,0.11604513972997665,6,3,Republican
147,0,0,2,1,-0.7440001051872969,6,2,Republican
148,1.1458404790905397,2.437382428777622,7,2,4.492469558026642,5,1,Republican
149,1.515544588071724,4.450904694916602,7,5,-0.12000499526038766,7,6,Independent
150,3.2776070035914624,4.816379017645242,0,0,3.4052037610672414,9,6,Republican
151,3.034073992846956,0.5318492683427245,2,3,4.663509128149599,6,5,Independent
152,0.5956488085059102,0.27181193703730044,0,4,-1.2937764031812549,8,4,Democrat
153,1.1539959424513961,2.3564910198632067,5,5,-1.2997822859324515,6,1,Independent
154,0.41690788666259593,1.3141816315370214,4,3,-0.9301014104858041,7,1,Independent
155,6.596813161847681,1.838749150664292,2,1,-1.689320767764002,5,2,Independent
156,3.1822187104558948,3.557489704094665,0,3,1.24282693490386,3,8,Republican
157,5.644598345439226,0,2,5,1.4831235050223768,8,9,Democrat
158,1.9024908762377062,1.5375185873033426,2,1,-1.6417319048196077,5,2,Independent
159,1.3743078902779593,3.970039121396769,6,2,-0.8333050971850753,10,10,Independent
160,2.075659336543086,0,7,4,-0.3638316853903234,4,2,Democrat
161,0.8188157686687947,1.6228702104134547,7,1,-3.9912828849628568,4,6,Republican
162,3.651162259083668,1.8032268799038211,7,3,-0.41561817983165383,7,2,Democrat
163,0.915722181700374,1.7036462662478535,0,4,3.181782830506563,4,6,Democrat
164,3.2971748222779382,0,4,2,-1.7874490353278816,6,2,Independent
165,6.65617862700785,2.289758391204962,2,4,-1.2344108149409294,0,10,Republican
166,0.6908958076266449,2.822934425315004,6,5,2.3969269217923284,5,10,Independent
167,2.0507448047273464,1.1371115163146488,6,0,3.1322155497036874,0,9,Independent
168,1.9680929785830819,3.9491842844152094,4,5,3.774676995817572,2,5,Republican
169,0,1.289523992625059,2,3,-3.545939060859382,1,6,Democrat
170,1.567498363113455,2.1585778099624218,4,3,1.833168885204941,0,2,Independent
171,2.8758978895372675,2.6330463186994884,7,5,-4.587003285996616,10,10,Independent
172,0,3.6079493628671058,1,0,-0.10015651816502213,5,9,Democrat
173,1.1527864231194997,1.4012873803522015,5,3,-0.07301196921616793,9,9,Democrat
174,3.150297503413614,3.1006391385767715,2,1,2.992620966397226,6,10,Republican
175,1.5227679831767176,4.065876267023985,7,5,4.9895520019344985,7,7,Independent
176,0.9585358500341778,2.6050011095297347,7,2,4.947059517726302,4,4,Democrat
177,1.9908158717837798,0.7590364424842468,4,4,-1.9175693625584245,7,1,Republican
178,2.875843146017992,1.983911160745206,6,3,-1.7343071661889553,8,10,Independent
179,3.6772178269131555,2.45789434440964,1,4,3.0153228528797626,5,10,Democrat
180,3.064849627588184,3.090021210221776,5,1,1.7741372995078564,10,3,Democrat
181,1.6608124094556076,2.2224527461773604,2,1,0.010752808302640915,6,7,Democrat
182,6.47663107714465,5.804965871260976,3,4,-2.9118182696402073,10,1,Independent
183,1.9378447996954398,4.6505577570373635,0,0,3.6258777347393334,5,9,Democrat
184,4.26587014109624,6.394746487029631,5,0,-0.5985709652304649,8,4,Democrat
185,0.4019240619899127,0,6,2,3.7989350059069693,0,6,Republican
186,2.279842563363197,1.3883449257823306,5,1,-2.3103460669517517,10,6,Republican
187,2.8102388422787667,2.9781320080505607,2,5,1.4048667438328266,0,6,Democrat
188,3.5694537719026354,4.301261290965821,7,4,4.061825177632272,3,4,Independent
189,0.38550067453299497,3.5834110227929914,0,2,2.8654355951584876,0,3,Democrat
190,1.8732969547548457,5.341824757652058,5,5,2.867698506452143,8,4,Independent
191,0,0,6,1,-3.089222393464297,1,1,Democrat
192,3.556086300097756,3.244672667976455,6,0,4.223036109469831,3,8,Republican
193,0,3.1210263814282317,4,4,-2.1139306272380054,6,5,Republican
194,0,0.7205796132657705,3,2,0.35654567647725344,6,9,Republican
195,0,2.9062777926031607,5,0,4.6074366848915815,2,4,Democrat
196,2.9169331503291356,1.634533608870764,6,3,1.4914021315053105,9,1,Independent
197,1.641195733847281,0,7,4,-0.11087929597124457,3,3,Democrat
198,1.486654652941862,4.86191438709088,5,0,3.8370139827020466,5,9,Democrat
199,1.7948120458835466,5.1591997359166815,1,3,4.770479456055909,10,9,Republican
200,0.6440213054308397,0.8378713456954807,6,3,4.6624689642339945,9,4,Democrat
201,1.0496207765247498,4.672515924522179,2,2,-3.5162934358231723,8,1,Democrat
202,0.9513861298008945,0.22343571426616338,3,3,-2.3596351593732834,2,9,Independent
203,0,3.0399823681195386,2,2,2.8064108709804714,9,6,Independent
204,3.0957614625324146,3.0461440954024774,3,0,-0.5204595206305385,8,7,Independent
205,1.397720829947644,3.62337780405381,4,5,-1.8385272473096848,3,2,Independent
206,0.5042108719828813,1.5968556637235733,2,2,-4.184695596341044,5,2,Republican
207,0,2.5688633454733307,5,4,1.4747702097520232,2,8,Democrat
208,3.808736730369553,0,5,1,4.404690831433982,0,3,Republican
209,3.0541309089281077,0.04213769661502109,2,0,-1.7725841142237186,2,6,Republican
210,0,1.8232549918828302,3,0,0.6610222533345222,5,5,Republican
211,3.7850667091036767,1.469494594818432,4,3,-0.8996293297968805,10,4,Independent
212,0.03229973421825161,0,6,5,1.3042243593372405,5,10,Republican
213,1.3325417777997857,0.9062534414484416,7,2,2.600465500727296,4,9,Republican
214,2.6960782629365965,3.4747713965378715,1,0,-3.9045029948465526,6,2,Democrat
215,4.037361854212415,0,3,4,3.5509077785536647,1,5,Democrat
216,3.2217070993014274,0.8745464559251102,0,5,0.2351559023372829,1,10,Democrat
217,4.522392080895985,2.465199302093545,2,2,3.674826759379357,3,1,Democrat
218,2.0677712138373243,2.7450926254089314,0,2,-1.277577446307987,0,3,Independent
219,1.5827556215861946,0,3,4,2.18052671989426,2,6,Independent
220,4.1660167276652516,2.783894954098717,3,5,1.093959438148886,6,5,Independent
221,3.879262332179546,0,0,1,-0.5956451874226332,6,9,Democrat
222,2.46948926102971,1.562639442795033,4,0,3.187009016983211,7,6,Republican
223,2.6589711923569213,0.7588582486463462,1,4,3.61944945063442,10,1,Democrat
224,2.0154073452692116,0.49783482694586256,5,0,-0.8551330305635929,10,1,Independent
225,1.0650406872092193,2.471540271622654,6,2,-1.3963469583541155,8,9,Republican
226,2.508180583680107,1.4487764753431902,5,3,-2.4416529899463058,6,2,Independent
227,5.346120701903933,0.027977136785436674,1,2,-4.318598529789597,5,5,Independent
228,0.6433019618767934,2.5897365381936197,2,5,-0.5582552775740623,4,8,Republican
229,0,1.8660861902543326,4,4,0.32054187497124076,0,7,Democrat
230,2.1699436691090463,2.7558774611403245,0,1,-4.958968167193234,5,6,Democrat
231,1.6670053025647562,3.5402139751696167,2,3,-1.3561245310120285,2,8,Republican
232,0.6698462431045613,1.0127144323405923,6,1,-0.9576835879124701,0,8,Democrat
233,2.8225984231606653,1.5475467496225035,3,2,-4.324776437133551,7,1,Independent
234,0.09437347778721916,0,4,3,-2.5008849357254803,2,2,Independent
235,1.6066549866939113,5.813848277465038,3,1,3.0580275552347302,7,9,Independent
236,2.744155392192996,2.8048199033245558,2,0,-3.2651535468176007,3,6,Independent
237,4.3523798492919425,1.8577929515987195,4,3,-2.489917720668018,8,6,Independent
238,1.4837115872651876,3.509032734160604,3,5,3.822517520748079,5,8,Independent
239,0.5112149395546182,2.6146615641027116,5,2,-0.19696780247613788,7,2,Republican
240,0.6646281520336828,4.102625202153551,3,4,3.7432726356200874,4,4,Independent
241,3.6595885370077816,2.3218124650543275,6,2,1.2052549445070326,8,8,Independent
242,0,0,6,5,-3.056863786187023,10,4,Democrat
243,0.8627395702026588,2.396965332522211,3,1,-1.3905395846813917,5,4,Independent
244,0,0,0,3,4.836148743052036,9,1,Democrat
245,4.745613240877697,2.1127164888899497,4,0,-3.735575007740408,9,5,Republican
246,1.0346091505475299,1.5962505326557248,1,1,3.9316169172525406,7,7,Republican
247,1.6395560582198012,0,0,5,1.2698802235536277,10,7,Republican
248,1.9297862506339207,3.9465796429475812,7,4,1.8939257436431944,5,9,Independent
